"","gene_id","gene_name"
"20748","ENSMUSG00000088364","Gm28020"
"20749","ENSMUSG00000098903","Gm28022"
"20750","ENSMUSG00000098901","Gm28023"
"20751","ENSMUSG00000098711","Gm28030"
"20752","ENSMUSG00000098717","Gm28032"
"20753","ENSMUSG00000098716","Gm28033"
"20754","ENSMUSG00000099041","Gm28035"
"20755","ENSMUSG00000098950","Gm28036"
"20756","ENSMUSG00000098371","Gm28037"
"20757","ENSMUSG00000098794","Gm28038"
"20758","ENSMUSG00000098302","Gm28039"
"20759","ENSMUSG00000098306","Gm28040"
"20760","ENSMUSG00000098692","Gm28041"
"20761","ENSMUSG00000033852","Gm28042"
"20762","ENSMUSG00000098374","Gm28043"
"20763","ENSMUSG00000098781","Gm28044"
"20764","ENSMUSG00000098754","Gm28045"
"20765","ENSMUSG00000099009","Gm28046"
"20766","ENSMUSG00000052414","Gm28047"
"20767","ENSMUSG00000098650","Gm28048"
"20768","ENSMUSG00000093954","Gm28049"
"20769","ENSMUSG00000099061","Gm28050"
"20770","ENSMUSG00000098530","Gm28051"
"20771","ENSMUSG00000099329","Gm28052"
"20772","ENSMUSG00000098715","Gm28053"
"20773","ENSMUSG00000099823","Gm28054"
"20774","ENSMUSG00000101741","Gm28055"
"20775","ENSMUSG00000101696","Gm28056"
"20776","ENSMUSG00000100854","Gm28057"
"20777","ENSMUSG00000099753","Gm28058"
"20778","ENSMUSG00000099511","Gm28059"
"20779","ENSMUSG00000100376","Gm28060"
"20780","ENSMUSG00000102113","Gm28061"
"20781","ENSMUSG00000100725","Gm28062"
"20782","ENSMUSG00000100348","Gm28063"
"20783","ENSMUSG00000100929","Gm28064"
"20784","ENSMUSG00000102121","Gm28065"
"20785","ENSMUSG00000099918","Gm28066"
"20786","ENSMUSG00000099540","Gm28067"
"20787","ENSMUSG00000100287","Gm28068"
"20788","ENSMUSG00000101082","Gm28069"
"20789","ENSMUSG00000101673","Gm28070"
"20790","ENSMUSG00000100397","Gm28071"
"20791","ENSMUSG00000099551","Gm28072"
"20792","ENSMUSG00000101424","Gm28073"
"20793","ENSMUSG00000100715","Gm28074"
"20794","ENSMUSG00000100905","Gm28075"
"20795","ENSMUSG00000100616","Gm28076"
"20796","ENSMUSG00000099715","Gm28077"
"20797","ENSMUSG00000101342","Gm28078"
"20798","ENSMUSG00000101369","Gm28080"
"20799","ENSMUSG00000099555","Gm28081"
"20800","ENSMUSG00000100278","Gm28082"
"20801","ENSMUSG00000100893","Gm28083"
"20802","ENSMUSG00000100931","Gm28085"
"20803","ENSMUSG00000101378","Gm28086"
"20804","ENSMUSG00000100123","Gm28087"
"20805","ENSMUSG00000101775","Gm28088"
"20806","ENSMUSG00000100415","Gm28089"
"20807","ENSMUSG00000101489","Gm28090"
"20808","ENSMUSG00000100565","Gm28091"
"20809","ENSMUSG00000101379","Gm28092"
"20810","ENSMUSG00000099347","Gm28093"
"20811","ENSMUSG00000100381","Gm28094"
"20812","ENSMUSG00000100868","Gm28095"
"20813","ENSMUSG00000100189","Gm28096"
"20814","ENSMUSG00000100542","Gm28097"
"20815","ENSMUSG00000099929","Gm28098"
"20816","ENSMUSG00000099566","Gm28099"
"20817","ENSMUSG00000084902","Gm281"
"20818","ENSMUSG00000082938","Gm2810"
"20819","ENSMUSG00000100108","Gm28100"
"20820","ENSMUSG00000100624","Gm28101"
"20821","ENSMUSG00000101915","Gm28102"
"20822","ENSMUSG00000100682","Gm28103"
"20823","ENSMUSG00000100352","Gm28104"
"20824","ENSMUSG00000101250","Gm28105"
"20825","ENSMUSG00000101646","Gm28106"
"20826","ENSMUSG00000100355","Gm28107"
"20827","ENSMUSG00000101931","Gm28108"
"20828","ENSMUSG00000101866","Gm28109"
"20829","ENSMUSG00000100695","Gm28110"
"20830","ENSMUSG00000101411","Gm28111"
"20831","ENSMUSG00000099954","Gm28112"
"20832","ENSMUSG00000099414","Gm28113"
"20833","ENSMUSG00000100375","Gm28114"
"20834","ENSMUSG00000100462","Gm28115"
"20835","ENSMUSG00000099467","Gm28116"
"20836","ENSMUSG00000101140","Gm28117"
"20837","ENSMUSG00000099618","Gm28118"
"20838","ENSMUSG00000100158","Gm28119"
"20839","ENSMUSG00000100406","Gm28120"
"20840","ENSMUSG00000100050","Gm28121"
"20841","ENSMUSG00000101898","Gm28122"
"20842","ENSMUSG00000101238","Gm28123"
"20843","ENSMUSG00000099480","Gm28124"
"20844","ENSMUSG00000101201","Gm28125"
"20845","ENSMUSG00000100298","Gm28126"
"20846","ENSMUSG00000101560","Gm28127"
"20847","ENSMUSG00000101954","Gm28128"
"20848","ENSMUSG00000099650","Gm28129"
"20849","ENSMUSG00000099380","Gm28130"
"20850","ENSMUSG00000101412","Gm28131"
"20851","ENSMUSG00000099348","Gm28132"
"20852","ENSMUSG00000099533","Gm28133"
"20853","ENSMUSG00000099778","Gm28134"
"20854","ENSMUSG00000101512","Gm28135"
"20855","ENSMUSG00000099402","Gm28136"
"20856","ENSMUSG00000101274","Gm28137"
"20857","ENSMUSG00000099919","Gm28138"
"20858","ENSMUSG00000101338","Gm28139"
"20859","ENSMUSG00000100180","Gm28140"
"20860","ENSMUSG00000100047","Gm28141"
"20861","ENSMUSG00000101142","Gm28142"
"20862","ENSMUSG00000100933","Gm28143"
"20863","ENSMUSG00000101858","Gm28144"
"20864","ENSMUSG00000100460","Gm28145"
"20865","ENSMUSG00000100239","Gm28146"
"20866","ENSMUSG00000101366","Gm28147"
"20867","ENSMUSG00000101331","Gm28148"
"20868","ENSMUSG00000101672","Gm28149"
"20869","ENSMUSG00000100804","Gm28150"
"20870","ENSMUSG00000100213","Gm28151"
"20871","ENSMUSG00000101282","Gm28152"
"20872","ENSMUSG00000099895","Gm28153"
"20873","ENSMUSG00000100053","Gm28154"
"20874","ENSMUSG00000099428","Gm28155"
"20875","ENSMUSG00000101925","Gm28156"
"20876","ENSMUSG00000101981","Gm28157"
"20877","ENSMUSG00000100148","Gm28158"
"20878","ENSMUSG00000099734","Gm28159"
"20879","ENSMUSG00000100723","Gm28160"
"20880","ENSMUSG00000099805","Gm28161"
"20881","ENSMUSG00000101349","Gm28162"
"20882","ENSMUSG00000100796","Gm28163"
"20883","ENSMUSG00000101936","Gm28164"
"20884","ENSMUSG00000100295","Gm28165"
"20885","ENSMUSG00000101287","Gm28166"
"20886","ENSMUSG00000101042","Gm28167"
"20887","ENSMUSG00000101415","Gm28168"
"20888","ENSMUSG00000099534","Gm28169"
"20889","ENSMUSG00000101779","Gm28170"
"20890","ENSMUSG00000100634","Gm28171"
"20891","ENSMUSG00000099404","Gm28172"
"20892","ENSMUSG00000100056","Gm28173"
"20893","ENSMUSG00000100115","Gm28174"
"20894","ENSMUSG00000101299","Gm28175"
"20895","ENSMUSG00000101771","Gm28176"
"20896","ENSMUSG00000101628","Gm28177"
"20897","ENSMUSG00000099878","Gm28178"
"20898","ENSMUSG00000099393","Gm28179"
"20899","ENSMUSG00000101295","Gm28180"
"20900","ENSMUSG00000100357","Gm28181"
"20901","ENSMUSG00000101596","Gm28182"
"20902","ENSMUSG00000101394","Gm28183"
"20903","ENSMUSG00000101159","Gm28184"
"20904","ENSMUSG00000099626","Gm28185"
"20905","ENSMUSG00000100683","Gm28186"
"20906","ENSMUSG00000099375","Gm28187"
"20907","ENSMUSG00000100349","Gm28188"
"20908","ENSMUSG00000101453","Gm28189"
"20909","ENSMUSG00000100304","Gm28190"
"20910","ENSMUSG00000100300","Gm28191"
"20911","ENSMUSG00000100629","Gm28192"
"20912","ENSMUSG00000100646","Gm28193"
"20913","ENSMUSG00000101069","Gm28194"
"20914","ENSMUSG00000101345","Gm28195"
"20915","ENSMUSG00000100255","Gm28196"
"20916","ENSMUSG00000099494","Gm28197"
"20917","ENSMUSG00000101845","Gm28198"
"20918","ENSMUSG00000100791","Gm28199"
"20919","ENSMUSG00000101148","Gm28200"
"20920","ENSMUSG00000101580","Gm28201"
"20921","ENSMUSG00000100054","Gm28202"
"20922","ENSMUSG00000100207","Gm28203"
"20923","ENSMUSG00000100889","Gm28204"
"20924","ENSMUSG00000099607","Gm28205"
"20925","ENSMUSG00000100242","Gm28206"
"20926","ENSMUSG00000100167","Gm28207"
"20927","ENSMUSG00000100144","Gm28208"
"20928","ENSMUSG00000101224","Gm28209"
"20929","ENSMUSG00000101601","Gm28210"
"20930","ENSMUSG00000101359","Gm28211"
"20931","ENSMUSG00000099967","Gm28212"
"20932","ENSMUSG00000101382","Gm28213"
"20933","ENSMUSG00000099683","Gm28214"
"20934","ENSMUSG00000100836","Gm28215"
"20935","ENSMUSG00000101719","Gm28216"
"20936","ENSMUSG00000100896","Gm28217"
"20937","ENSMUSG00000099824","Gm28218"
"20938","ENSMUSG00000101347","Gm28219"
"20939","ENSMUSG00000090358","Gm2822"
"20940","ENSMUSG00000101961","Gm28220"
"20941","ENSMUSG00000101671","Gm28221"
"20942","ENSMUSG00000099586","Gm28222"
"20943","ENSMUSG00000099412","Gm28223"
"20944","ENSMUSG00000100317","Gm28224"
"20945","ENSMUSG00000100532","Gm28225"
"20946","ENSMUSG00000101329","Gm28226"
"20947","ENSMUSG00000100705","Gm28227"
"20948","ENSMUSG00000101084","Gm28228"
"20949","ENSMUSG00000101335","Gm28229"
"20950","ENSMUSG00000100642","Gm28230"
"20951","ENSMUSG00000100782","Gm28231"
"20952","ENSMUSG00000100853","Gm28232"
"20953","ENSMUSG00000101570","Gm28233"
"20954","ENSMUSG00000100095","Gm28234"
"20955","ENSMUSG00000101885","Gm28235"
"20956","ENSMUSG00000099654","Gm28236"
"20957","ENSMUSG00000100483","Gm28237"
"20958","ENSMUSG00000100653","Gm28238"
"20959","ENSMUSG00000100418","Gm28239"
"20960","ENSMUSG00000097452","Gm2824"
"20961","ENSMUSG00000101332","Gm28240"
"20962","ENSMUSG00000099514","Gm28241"
"20963","ENSMUSG00000100446","Gm28242"
"20964","ENSMUSG00000100873","Gm28243"
"20965","ENSMUSG00000101692","Gm28244"
"20966","ENSMUSG00000101929","Gm28245"
"20967","ENSMUSG00000101971","Gm28246"
"20968","ENSMUSG00000101839","Gm28247"
"20969","ENSMUSG00000102010","Gm28248"
"20970","ENSMUSG00000101743","Gm28249"
"20971","ENSMUSG00000094727","Gm2825"
"20972","ENSMUSG00000101311","Gm28250"
"20973","ENSMUSG00000100803","Gm28251"
"20974","ENSMUSG00000101539","Gm28252"
"20975","ENSMUSG00000100165","Gm28253"
"20976","ENSMUSG00000101569","Gm28254"
"20977","ENSMUSG00000099386","Gm28255"
"20978","ENSMUSG00000101824","Gm28256"
"20979","ENSMUSG00000101504","Gm28257"
"20980","ENSMUSG00000101559","Gm28258"
"20981","ENSMUSG00000099554","Gm28259"
"20982","ENSMUSG00000099799","Gm28260"
"20983","ENSMUSG00000101806","Gm28261"
"20984","ENSMUSG00000099890","Gm28262"
"20985","ENSMUSG00000102033","Gm28263"
"20986","ENSMUSG00000101632","Gm28264"
"20987","ENSMUSG00000101240","Gm28266"
"20988","ENSMUSG00000100122","Gm28267"
"20989","ENSMUSG00000101776","Gm28268"
"20990","ENSMUSG00000101818","Gm28269"
"20991","ENSMUSG00000099904","Gm28270"
"20992","ENSMUSG00000099468","Gm28271"
"20993","ENSMUSG00000101038","Gm28272"
"20994","ENSMUSG00000101757","Gm28273"
"20995","ENSMUSG00000101190","Gm28274"
"20996","ENSMUSG00000099942","Gm28275"
"20997","ENSMUSG00000101566","Gm28276"
"20998","ENSMUSG00000100620","Gm28277"
"20999","ENSMUSG00000100693","Gm28278"
"21000","ENSMUSG00000099638","Gm28279"
"21001","ENSMUSG00000100953","Gm28280"
"21002","ENSMUSG00000100884","Gm28281"
"21003","ENSMUSG00000099484","Gm28282"
"21004","ENSMUSG00000101231","Gm28283"
"21005","ENSMUSG00000101317","Gm28284"
"21006","ENSMUSG00000099703","Gm28285"
"21007","ENSMUSG00000100502","Gm28286"
"21008","ENSMUSG00000099971","Gm28287"
"21009","ENSMUSG00000101817","Gm28288"
"21010","ENSMUSG00000101014","Gm28289"
"21011","ENSMUSG00000101368","Gm28290"
"21012","ENSMUSG00000100227","Gm28291"
"21013","ENSMUSG00000099682","Gm28292"
"21014","ENSMUSG00000099456","Gm28293"
"21015","ENSMUSG00000101840","Gm28294"
"21016","ENSMUSG00000100709","Gm28295"
"21017","ENSMUSG00000100739","Gm28296"
"21018","ENSMUSG00000101761","Gm28297"
"21019","ENSMUSG00000101423","Gm28298"
"21020","ENSMUSG00000101006","Gm28299"
"21021","ENSMUSG00000086567","Gm2830"
"21022","ENSMUSG00000099619","Gm28300"
"21023","ENSMUSG00000099399","Gm28301"
"21024","ENSMUSG00000102065","Gm28302"
"21025","ENSMUSG00000100489","Gm28303"
"21026","ENSMUSG00000101239","Gm28304"
"21027","ENSMUSG00000101152","Gm28305"
"21028","ENSMUSG00000101711","Gm28306"
"21029","ENSMUSG00000101643","Gm28307"
"21030","ENSMUSG00000101298","Gm28308"
"21031","ENSMUSG00000099521","Gm28309"
"21032","ENSMUSG00000101207","Gm28310"
"21033","ENSMUSG00000099408","Gm28311"
"21034","ENSMUSG00000101811","Gm28312"
"21035","ENSMUSG00000099613","Gm28313"
"21036","ENSMUSG00000101557","Gm28314"
"21037","ENSMUSG00000101222","Gm28315"
"21038","ENSMUSG00000100787","Gm28316"
"21039","ENSMUSG00000099985","Gm28317"
"21040","ENSMUSG00000099916","Gm28318"
"21041","ENSMUSG00000101242","Gm28319"
"21042","ENSMUSG00000091110","Gm2832"
"21043","ENSMUSG00000099924","Gm28320"
"21044","ENSMUSG00000100816","Gm28321"
"21045","ENSMUSG00000100671","Gm28322"
"21046","ENSMUSG00000100313","Gm28323"
"21047","ENSMUSG00000101886","Gm28324"
"21048","ENSMUSG00000101744","Gm28325"
"21049","ENSMUSG00000101100","Gm28326"
"21050","ENSMUSG00000099523","Gm28327"
"21051","ENSMUSG00000101732","Gm28328"
"21052","ENSMUSG00000101056","Gm28329"
"21053","ENSMUSG00000099939","Gm28330"
"21054","ENSMUSG00000100491","Gm28331"
"21055","ENSMUSG00000099822","Gm28332"
"21056","ENSMUSG00000101781","Gm28333"
"21057","ENSMUSG00000101271","Gm28334"
"21058","ENSMUSG00000099504","Gm28335"
"21059","ENSMUSG00000101377","Gm28336"
"21060","ENSMUSG00000101709","Gm28337"
"21061","ENSMUSG00000099814","Gm28338"
"21062","ENSMUSG00000100064","Gm28339"
"21063","ENSMUSG00000100538","Gm28340"
"21064","ENSMUSG00000101117","Gm28341"
"21065","ENSMUSG00000101288","Gm28342"
"21066","ENSMUSG00000101644","Gm28343"
"21067","ENSMUSG00000099433","Gm28344"
"21068","ENSMUSG00000100288","Gm28345"
"21069","ENSMUSG00000101989","Gm28346"
"21070","ENSMUSG00000101264","Gm28347"
"21071","ENSMUSG00000099642","Gm28348"
"21072","ENSMUSG00000099477","Gm28349"
"21073","ENSMUSG00000100772","Gm28350"
"21074","ENSMUSG00000099678","Gm28351"
"21075","ENSMUSG00000099442","Gm28352"
"21076","ENSMUSG00000100052","Gm28353"
"21077","ENSMUSG00000102056","Gm28354"
"21078","ENSMUSG00000101723","Gm28355"
"21079","ENSMUSG00000099684","Gm28356"
"21080","ENSMUSG00000100984","Gm28357"
"21081","ENSMUSG00000100703","Gm28358"
"21082","ENSMUSG00000100527","Gm28359"
"21083","ENSMUSG00000100305","Gm28360"
"21084","ENSMUSG00000101573","Gm28361"
"21085","ENSMUSG00000099615","Gm28362"
"21086","ENSMUSG00000100265","Gm28363"
"21087","ENSMUSG00000101503","Gm28364"
"21088","ENSMUSG00000099496","Gm28365"
"21089","ENSMUSG00000100773","Gm28366"
"21090","ENSMUSG00000100243","Gm28367"
"21091","ENSMUSG00000099912","Gm28368"
"21092","ENSMUSG00000100377","Gm28369"
"21093","ENSMUSG00000099478","Gm28370"
"21094","ENSMUSG00000101124","Gm28371"
"21095","ENSMUSG00000100963","Gm28372"
"21096","ENSMUSG00000100621","Gm28374"
"21097","ENSMUSG00000099401","Gm28375"
"21098","ENSMUSG00000101640","Gm28376"
"21099","ENSMUSG00000101020","Gm28377"
"21100","ENSMUSG00000101524","Gm28378"
"21101","ENSMUSG00000100130","Gm28379"
"21102","ENSMUSG00000101705","Gm28380"
"21103","ENSMUSG00000101911","Gm28381"
"21104","ENSMUSG00000100151","Gm28382"
"21105","ENSMUSG00000101375","Gm28383"
"21106","ENSMUSG00000101974","Gm28384"
"21107","ENSMUSG00000101506","Gm28385"
"21108","ENSMUSG00000101849","Gm28386"
"21109","ENSMUSG00000102052","Gm28387"
"21110","ENSMUSG00000099882","Gm28388"
"21111","ENSMUSG00000101871","Gm28389"
"21112","ENSMUSG00000101690","Gm28390"
"21113","ENSMUSG00000101842","Gm28391"
"21114","ENSMUSG00000101661","Gm28392"
"21115","ENSMUSG00000101521","Gm28393"
"21116","ENSMUSG00000100961","Gm28394"
"21117","ENSMUSG00000100948","Gm28395"
"21118","ENSMUSG00000100806","Gm28396"
"21119","ENSMUSG00000100453","Gm28397"
"21120","ENSMUSG00000100262","Gm28398"
"21121","ENSMUSG00000099965","Gm28399"
"21122","ENSMUSG00000090468","Gm2840"
"21123","ENSMUSG00000100858","Gm28400"
"21124","ENSMUSG00000099449","Gm28401"
"21125","ENSMUSG00000101651","Gm28402"
"21126","ENSMUSG00000101214","Gm28403"
"21127","ENSMUSG00000100672","Gm28404"
"21128","ENSMUSG00000100440","Gm28405"
"21129","ENSMUSG00000099649","Gm28406"
"21130","ENSMUSG00000100067","Gm28407"
"21131","ENSMUSG00000099821","Gm28408"
"21132","ENSMUSG00000100471","Gm28409"
"21133","ENSMUSG00000099561","Gm28410"
"21134","ENSMUSG00000099811","Gm28411"
"21135","ENSMUSG00000101145","Gm28412"
"21136","ENSMUSG00000100641","Gm28413"
"21137","ENSMUSG00000100082","Gm28414"
"21138","ENSMUSG00000101714","Gm28415"
"21139","ENSMUSG00000101116","Gm28416"
"21140","ENSMUSG00000100280","Gm28417"
"21141","ENSMUSG00000100524","Gm28418"
"21142","ENSMUSG00000101803","Gm28419"
"21143","ENSMUSG00000101044","Gm28420"
"21144","ENSMUSG00000100784","Gm28421"
"21145","ENSMUSG00000099636","Gm28422"
"21146","ENSMUSG00000099670","Gm28423"
"21147","ENSMUSG00000101037","Gm28424"
"21148","ENSMUSG00000099785","Gm28425"
"21149","ENSMUSG00000099897","Gm28426"
"21150","ENSMUSG00000099628","Gm28427"
"21151","ENSMUSG00000100649","Gm28428"
"21152","ENSMUSG00000101030","Gm28429"
"21153","ENSMUSG00000099815","Gm28430"
"21154","ENSMUSG00000101706","Gm28431"
"21155","ENSMUSG00000101627","Gm28432"
"21156","ENSMUSG00000101421","Gm28433"
"21157","ENSMUSG00000100704","Gm28434"
"21158","ENSMUSG00000099721","Gm28435"
"21159","ENSMUSG00000101619","Gm28436"
"21160","ENSMUSG00000101111","Gm28437"
"21161","ENSMUSG00000101939","Gm28438"
"21162","ENSMUSG00000100131","Gm28439"
"21163","ENSMUSG00000102110","Gm28440"
"21164","ENSMUSG00000100830","Gm28441"
"21165","ENSMUSG00000099505","Gm28442"
"21166","ENSMUSG00000101055","Gm28443"
"21167","ENSMUSG00000101388","Gm28444"
"21168","ENSMUSG00000100161","Gm28445"
"21169","ENSMUSG00000100712","Gm28446"
"21170","ENSMUSG00000101792","Gm28447"
"21171","ENSMUSG00000100395","Gm28448"
"21172","ENSMUSG00000100965","Gm28449"
"21173","ENSMUSG00000100630","Gm28450"
"21174","ENSMUSG00000101035","Gm28451"
"21175","ENSMUSG00000099873","Gm28452"
"21176","ENSMUSG00000101708","Gm28453"
"21177","ENSMUSG00000101920","Gm28454"
"21178","ENSMUSG00000100490","Gm28455"
"21179","ENSMUSG00000102209","Gm28456"
"21180","ENSMUSG00000099790","Gm28457"
"21181","ENSMUSG00000100011","Gm28458"
"21182","ENSMUSG00000100974","Gm28459"
"21183","ENSMUSG00000100499","Gm28460"
"21184","ENSMUSG00000101675","Gm28461"
"21185","ENSMUSG00000102119","Gm28462"
"21186","ENSMUSG00000099963","Gm28463"
"21187","ENSMUSG00000100097","Gm28464"
"21188","ENSMUSG00000101540","Gm28465"
"21189","ENSMUSG00000100770","Gm28466"
"21190","ENSMUSG00000100040","Gm28467"
"21191","ENSMUSG00000100263","Gm28468"
"21192","ENSMUSG00000100034","Gm28469"
"21193","ENSMUSG00000102058","Gm28470"
"21194","ENSMUSG00000101052","Gm28471"
"21195","ENSMUSG00000100407","Gm28472"
"21196","ENSMUSG00000100946","Gm28473"
"21197","ENSMUSG00000101851","Gm28474"
"21198","ENSMUSG00000100531","Gm28475"
"21199","ENSMUSG00000099483","Gm28476"
"21200","ENSMUSG00000100027","Gm28477"
"21201","ENSMUSG00000099363","Gm28478"
"21202","ENSMUSG00000100793","Gm28479"
"21203","ENSMUSG00000101336","Gm28480"
"21204","ENSMUSG00000100008","Gm28481"
"21205","ENSMUSG00000101134","Gm28482"
"21206","ENSMUSG00000099738","Gm28483"
"21207","ENSMUSG00000101988","Gm28484"
"21208","ENSMUSG00000100537","Gm28485"
"21209","ENSMUSG00000099855","Gm28486"
"21210","ENSMUSG00000100928","Gm28487"
"21211","ENSMUSG00000099695","Gm28488"
"21212","ENSMUSG00000100384","Gm28489"
"21213","ENSMUSG00000094789","Gm28490"
"21214","ENSMUSG00000100399","Gm28491"
"21215","ENSMUSG00000099361","Gm28492"
"21216","ENSMUSG00000099802","Gm28493"
"21217","ENSMUSG00000101448","Gm28494"
"21218","ENSMUSG00000102008","Gm28495"
"21219","ENSMUSG00000101166","Gm28496"
"21220","ENSMUSG00000099804","Gm28497"
"21221","ENSMUSG00000101767","Gm28498"
"21222","ENSMUSG00000101662","Gm28499"
"21223","ENSMUSG00000101793","Gm28500"
"21224","ENSMUSG00000099510","Gm28501"
"21225","ENSMUSG00000099452","Gm28502"
"21226","ENSMUSG00000101813","Gm28503"
"21227","ENSMUSG00000099542","Gm28504"
"21228","ENSMUSG00000100402","Gm28505"
"21229","ENSMUSG00000100049","Gm28506"
"21230","ENSMUSG00000100477","Gm28507"
"21231","ENSMUSG00000101699","Gm28508"
"21232","ENSMUSG00000099372","Gm28509"
"21233","ENSMUSG00000101396","Gm28510"
"21234","ENSMUSG00000099664","Gm28511"
"21235","ENSMUSG00000100183","Gm28512"
"21236","ENSMUSG00000099568","Gm28513"
"21237","ENSMUSG00000100387","Gm28514"
"21238","ENSMUSG00000099812","Gm28515"
"21239","ENSMUSG00000101613","Gm28516"
"21240","ENSMUSG00000101472","Gm28517"
"21241","ENSMUSG00000100790","Gm28518"
"21242","ENSMUSG00000101302","Gm28519"
"21243","ENSMUSG00000102125","Gm28520"
"21244","ENSMUSG00000099461","Gm28521"
"21245","ENSMUSG00000101681","Gm28522"
"21246","ENSMUSG00000100707","Gm28523"
"21247","ENSMUSG00000102066","Gm28524"
"21248","ENSMUSG00000099784","Gm28525"
"21249","ENSMUSG00000100168","Gm28526"
"21250","ENSMUSG00000100160","Gm28527"
"21251","ENSMUSG00000099635","Gm28528"
"21252","ENSMUSG00000101320","Gm28529"
"21253","ENSMUSG00000101452","Gm28530"
"21254","ENSMUSG00000100330","Gm28531"
"21255","ENSMUSG00000101943","Gm28532"
"21256","ENSMUSG00000100724","Gm28533"
"21257","ENSMUSG00000100877","Gm28534"
"21258","ENSMUSG00000101172","Gm28535"
"21259","ENSMUSG00000100927","Gm28536"
"21260","ENSMUSG00000099606","Gm28537"
"21261","ENSMUSG00000100063","Gm28538"
"21262","ENSMUSG00000099908","Gm28539"
"21263","ENSMUSG00000095264","Gm2854"
"21264","ENSMUSG00000099416","Gm28540"
"21265","ENSMUSG00000099646","Gm28541"
"21266","ENSMUSG00000099535","Gm28542"
"21267","ENSMUSG00000099640","Gm28543"
"21268","ENSMUSG00000101269","Gm28544"
"21269","ENSMUSG00000100952","Gm28545"
"21270","ENSMUSG00000101873","Gm28546"
"21271","ENSMUSG00000099730","Gm28547"
"21272","ENSMUSG00000099599","Gm28548"
"21273","ENSMUSG00000099462","Gm28549"
"21274","ENSMUSG00000091847","Gm2855"
"21275","ENSMUSG00000100716","Gm28550"
"21276","ENSMUSG00000099913","Gm28551"
"21277","ENSMUSG00000099816","Gm28552"
"21278","ENSMUSG00000100972","Gm28553"
"21279","ENSMUSG00000101541","Gm28554"
"21280","ENSMUSG00000101597","Gm28555"
"21281","ENSMUSG00000099459","Gm28556"
"21282","ENSMUSG00000100235","Gm28557"
"21283","ENSMUSG00000100956","Gm28558"
"21284","ENSMUSG00000100904","Gm28559"
"21285","ENSMUSG00000100942","Gm28560"
"21286","ENSMUSG00000100333","Gm28561"
"21287","ENSMUSG00000099358","Gm28562"
"21288","ENSMUSG00000100766","Gm28563"
"21289","ENSMUSG00000099672","Gm28564"
"21290","ENSMUSG00000099789","Gm28565"
"21291","ENSMUSG00000099593","Gm28566"
"21292","ENSMUSG00000100107","Gm28567"
"21293","ENSMUSG00000100051","Gm28568"
"21294","ENSMUSG00000101215","Gm28569"
"21295","ENSMUSG00000099800","Gm28570"
"21296","ENSMUSG00000102026","Gm28571"
"21297","ENSMUSG00000100412","Gm28572"
"21298","ENSMUSG00000101351","Gm28573"
"21299","ENSMUSG00000101956","Gm28574"
"21300","ENSMUSG00000100124","Gm28575"
"21301","ENSMUSG00000100645","Gm28576"
"21302","ENSMUSG00000100417","Gm28578"
"21303","ENSMUSG00000100780","Gm28579"
"21304","ENSMUSG00000101730","Gm28580"
"21305","ENSMUSG00000101410","Gm28581"
"21306","ENSMUSG00000101458","Gm28582"
"21307","ENSMUSG00000099781","Gm28583"
"21308","ENSMUSG00000100299","Gm28584"
"21309","ENSMUSG00000101127","Gm28585"
"21310","ENSMUSG00000100176","Gm28586"
"21311","ENSMUSG00000101107","Gm28587"
"21312","ENSMUSG00000101036","Gm28588"
"21313","ENSMUSG00000099783","Gm28589"
"21314","ENSMUSG00000099960","Gm28590"
"21315","ENSMUSG00000102006","Gm28591"
"21316","ENSMUSG00000100113","Gm28592"
"21317","ENSMUSG00000101525","Gm28593"
"21318","ENSMUSG00000100808","Gm28594"
"21319","ENSMUSG00000099723","Gm28595"
"21320","ENSMUSG00000100797","Gm28596"
"21321","ENSMUSG00000100091","Gm28597"
"21322","ENSMUSG00000100874","Gm28598"
"21323","ENSMUSG00000101689","Gm28599"
"21324","ENSMUSG00000101285","Gm28600"
"21325","ENSMUSG00000100468","Gm28601"
"21326","ENSMUSG00000102089","Gm28602"
"21327","ENSMUSG00000100048","Gm28603"
"21328","ENSMUSG00000100325","Gm28604"
"21329","ENSMUSG00000099984","Gm28605"
"21330","ENSMUSG00000100544","Gm28606"
"21331","ENSMUSG00000100675","Gm28607"
"21332","ENSMUSG00000100260","Gm28608"
"21333","ENSMUSG00000101102","Gm28609"
"21334","ENSMUSG00000100685","Gm28610"
"21335","ENSMUSG00000100547","Gm28611"
"21336","ENSMUSG00000100809","Gm28612"
"21337","ENSMUSG00000099962","Gm28613"
"21338","ENSMUSG00000101183","Gm28614"
"21339","ENSMUSG00000101203","Gm28615"
"21340","ENSMUSG00000100420","Gm28616"
"21341","ENSMUSG00000100508","Gm28617"
"21342","ENSMUSG00000100771","Gm28618"
"21343","ENSMUSG00000101090","Gm28619"
"21344","ENSMUSG00000089639","Gm2862"
"21345","ENSMUSG00000102020","Gm28620"
"21346","ENSMUSG00000100924","Gm28621"
"21347","ENSMUSG00000101526","Gm28622"
"21348","ENSMUSG00000099770","Gm28623"
"21349","ENSMUSG00000100497","Gm28624"
"21350","ENSMUSG00000102064","Gm28625"
"21351","ENSMUSG00000099644","Gm28626"
"21352","ENSMUSG00000101853","Gm28627"
"21353","ENSMUSG00000101114","Gm28628"
"21354","ENSMUSG00000099445","Gm28629"
"21355","ENSMUSG00000101500","Gm2863"
