"","gene_id","gene_name"
"1415","ENSMUSG00000062224","4933411G06Rik"
"1416","ENSMUSG00000029586","4933411G11Rik"
"1417","ENSMUSG00000090369","4933411K16Rik"
"1418","ENSMUSG00000045178","4933411O13Rik"
"1419","ENSMUSG00000043623","4933412A08Rik"
"1420","ENSMUSG00000071749","4933412E24Rik"
"1421","ENSMUSG00000089952","4933413C19Rik"
"1422","ENSMUSG00000079304","4933413G19Rik"
"1423","ENSMUSG00000021874","4933413J09Rik"
"1424","ENSMUSG00000079048","4933413L06Rik"
"1425","ENSMUSG00000072983","4933414I15Rik"
"1426","ENSMUSG00000045877","4933415A04Rik"
"1427","ENSMUSG00000073730","4933415F23Rik"
"1428","ENSMUSG00000074734","4933416C03Rik"
"1429","ENSMUSG00000085198","4933416E03Rik"
"1430","ENSMUSG00000086996","4933416E14Rik"
"1431","ENSMUSG00000071763","4933416I08Rik"
"1432","ENSMUSG00000097262","4933416M07Rik"
"1433","ENSMUSG00000021415","4933417A18Rik"
"1434","ENSMUSG00000097637","4933417D19Rik"
"1435","ENSMUSG00000101848","4933417E11Rik"
"1436","ENSMUSG00000101360","4933417O13Rik"
"1437","ENSMUSG00000086443","4933421A08Rik"
"1438","ENSMUSG00000030463","4933421I07Rik"
"1439","ENSMUSG00000085037","4933421O10Rik"
"1440","ENSMUSG00000070332","4933422H20Rik"
"1441","ENSMUSG00000085471","4933423P22Rik"
"1442","ENSMUSG00000085719","4933424L21Rik"
"1443","ENSMUSG00000087289","4933424M12Rik"
"1444","ENSMUSG00000021718","4933425L06Rik"
"1445","ENSMUSG00000086933","4933426K07Rik"
"1446","ENSMUSG00000021133","4933426M11Rik"
"1447","ENSMUSG00000055403","4933427D06Rik"
"1448","ENSMUSG00000020807","4933427D14Rik"
"1449","ENSMUSG00000044276","4933427E11Rik"
"1450","ENSMUSG00000033015","4933427E13Rik"
"1451","ENSMUSG00000030877","4933427G17Rik"
"1452","ENSMUSG00000086697","4933427G23Rik"
"1453","ENSMUSG00000073761","4933427I04Rik"
"1454","ENSMUSG00000085928","4933427I22Rik"
"1455","ENSMUSG00000087267","4933427J07Rik"
"1456","ENSMUSG00000086355","4933428C19Rik"
"1457","ENSMUSG00000047988","4933428G20Rik"
"1458","ENSMUSG00000042525","4933428M09Rik"
"1459","ENSMUSG00000097786","4933429H19Rik"
"1460","ENSMUSG00000058046","4933430I17Rik"
"1461","ENSMUSG00000086892","4933430M04Rik"
"1462","ENSMUSG00000086968","4933431E20Rik"
"1463","ENSMUSG00000086451","4933431K23Rik"
"1464","ENSMUSG00000036770","4933433C11Rik"
"1465","ENSMUSG00000097044","4933433F19Rik"
"1466","ENSMUSG00000097021","4933433G15Rik"
"1467","ENSMUSG00000027942","4933434E20Rik"
"1468","ENSMUSG00000020624","4933434M16Rik"
"1469","ENSMUSG00000086978","4933435F18Rik"
"1470","ENSMUSG00000025288","4933436I01Rik"
"1471","ENSMUSG00000100580","4933436I20Rik"
"1472","ENSMUSG00000086160","4933438A12Rik"
"1473","ENSMUSG00000093617","4933438K21Rik"
"1474","ENSMUSG00000072893","4933439C10Rik"
"1475","ENSMUSG00000085184","4933439K11Rik"
"1476","ENSMUSG00000097082","4933440J02Rik"
"1477","ENSMUSG00000045928","4933440M02Rik"
"1478","ENSMUSG00000042087","4933440N22Rik"
"1479","ENSMUSG00000051940","5031410I06Rik"
"1480","ENSMUSG00000034959","5031414D18Rik"
"1481","ENSMUSG00000097282","5031415H12Rik"
"1482","ENSMUSG00000098332","5031420N21Rik"
"1483","ENSMUSG00000073147","5031425E22Rik"
"1484","ENSMUSG00000085129","5031425F14Rik"
"1485","ENSMUSG00000044574","5031434C07Rik"
"1486","ENSMUSG00000097885","5031434O11Rik"
"1487","ENSMUSG00000036046","5031439G07Rik"
"1488","ENSMUSG00000096932","5033403F01Rik"
"1489","ENSMUSG00000097251","5033417F24Rik"
"1490","ENSMUSG00000081618","5033423K11Rik"
"1491","ENSMUSG00000097097","5033426O07Rik"
"1492","ENSMUSG00000097910","5033428I22Rik"
"1493","ENSMUSG00000038152","5033430I15Rik"
"1494","ENSMUSG00000086646","5133400J02Rik"
"1495","ENSMUSG00000087455","5330411J11Rik"
"1496","ENSMUSG00000086822","5330413P13Rik"
"1497","ENSMUSG00000054944","5330416C01Rik"
"1498","ENSMUSG00000040412","5330417C22Rik"
"1499","ENSMUSG00000049740","5330417H12Rik"
"1500","ENSMUSG00000022639","5330426P16Rik"
"1501","ENSMUSG00000085896","5330429C05Rik"
"1502","ENSMUSG00000087620","5330434G04Rik"
"1503","ENSMUSG00000052291","5330438D12Rik"
"1504","ENSMUSG00000091393","5330438I03Rik"
"1505","ENSMUSG00000089708","5330439A09Rik"
"1506","ENSMUSG00000097827","5330439K02Rik"
"1507","ENSMUSG00000097699","5430400D12Rik"
"1508","ENSMUSG00000094113","5430401F13Rik"
"1509","ENSMUSG00000104160","5430401F13Rik"
"1510","ENSMUSG00000044121","5430402E10Rik"
"1511","ENSMUSG00000085776","5430402O13Rik"
"1512","ENSMUSG00000072763","5430403G16Rik"
"1513","ENSMUSG00000085741","5430405H02Rik"
"1514","ENSMUSG00000097772","5430416N02Rik"
"1515","ENSMUSG00000028475","5430416O09Rik"
"1516","ENSMUSG00000006204","5430419D17Rik"
"1517","ENSMUSG00000067613","5430421N21Rik"
"1518","ENSMUSG00000085004","5430427M07Rik"
"1519","ENSMUSG00000025058","5430427O19Rik"
"1520","ENSMUSG00000052688","5430435G22Rik"
"1521","ENSMUSG00000055594","5530400C23Rik"
"1522","ENSMUSG00000020703","5530401A14Rik"
"1523","ENSMUSG00000087174","5530601H04Rik"
"1524","ENSMUSG00000099170","5730403I07Rik"
"1525","ENSMUSG00000087424","5730405O15Rik"
"1526","ENSMUSG00000073755","5730409E04Rik"
"1527","ENSMUSG00000087553","5730412P04Rik"
"1528","ENSMUSG00000081793","5730416F02Rik"
"1529","ENSMUSG00000099364","5730419F03Rik"
"1530","ENSMUSG00000097766","5730420D15Rik"
"1531","ENSMUSG00000097191","5730422E09Rik"
"1532","ENSMUSG00000091370","5730435O14Rik"
"1533","ENSMUSG00000085121","5730437C11Rik"
"1534","ENSMUSG00000057181","5730455P16Rik"
"1535","ENSMUSG00000086126","5730457N03Rik"
"1536","ENSMUSG00000062046","5730460C07Rik"
"1537","ENSMUSG00000093459","5730480H06Rik"
"1538","ENSMUSG00000073197","5730507C01Rik"
"1539","ENSMUSG00000050549","5730508B09Rik"
"1540","ENSMUSG00000032985","5730522E02Rik"
"1541","ENSMUSG00000041605","5730559C18Rik"
"1542","ENSMUSG00000056468","5730596B20Rik"
"1543","ENSMUSG00000054672","5830411N06Rik"
"1544","ENSMUSG00000028331","5830415F09Rik"
"1545","ENSMUSG00000097636","5830416P10Rik"
"1546","ENSMUSG00000078684","5830417I10Rik"
"1547","ENSMUSG00000086236","5830418P13Rik"
"1548","ENSMUSG00000074733","5830428H23Rik"
"1549","ENSMUSG00000097471","5830432E09Rik"
"1550","ENSMUSG00000084803","5830444B04Rik"
"1551","ENSMUSG00000052658","5830454E08Rik"
"1552","ENSMUSG00000091102","5830462I19Rik"
"1553","ENSMUSG00000098322","5830468F06Rik"
"1554","ENSMUSG00000070690","5830473C10Rik"
"1555","ENSMUSG00000046463","5930403N24Rik"
"1556","ENSMUSG00000072591","5930412G12Rik"
"1557","ENSMUSG00000048544","5930422O12Rik"
"1558","ENSMUSG00000100301","6030407O03Rik"
"1559","ENSMUSG00000075408","6030408B16Rik"
"1560","ENSMUSG00000066607","6030419C18Rik"
"1561","ENSMUSG00000100664","6030442E23Rik"
"1562","ENSMUSG00000097760","6030442K20Rik"
"1563","ENSMUSG00000097207","6030443J06Rik"
"1564","ENSMUSG00000066178","6030445D17Rik"
"1565","ENSMUSG00000054069","6030452D12Rik"
"1566","ENSMUSG00000022195","6030458C11Rik"
"1567","ENSMUSG00000025573","6030468B19Rik"
"1568","ENSMUSG00000095953","6030469F06Rik"
"1569","ENSMUSG00000085217","6030471H07Rik"
"1570","ENSMUSG00000051361","6030498E09Rik"
"1571","ENSMUSG00000097577","6230400D17Rik"
"1572","ENSMUSG00000100214","6230415J03Rik"
"1573","ENSMUSG00000053963","6330403A02Rik"
"1574","ENSMUSG00000018451","6330403K07Rik"
"1575","ENSMUSG00000075585","6330403L08Rik"
"1576","ENSMUSG00000097912","6330403N20Rik"
"1577","ENSMUSG00000070814","6330408A02Rik"
"1578","ENSMUSG00000009551","6330409D20Rik"
"1579","ENSMUSG00000045917","6330416G13Rik"
"1580","ENSMUSG00000085227","6330418K02Rik"
"1581","ENSMUSG00000054850","6330419J24Rik"
"1582","ENSMUSG00000045327","6330549D23Rik"
"1583","ENSMUSG00000093424","6330562C20Rik"
"1584","ENSMUSG00000053545","6430503K07Rik"
"1585","ENSMUSG00000073795","6430531B16Rik"
"1586","ENSMUSG00000031824","6430548M08Rik"
"1587","ENSMUSG00000074646","6430550D23Rik"
"1588","ENSMUSG00000097828","6430562O15Rik"
"1589","ENSMUSG00000037977","6430571L13Rik"
"1590","ENSMUSG00000039620","6430573F11Rik"
"1591","ENSMUSG00000097583","6430590A07Rik"
"1592","ENSMUSG00000034185","6430628N08Rik"
"1593","ENSMUSG00000085427","6430710C18Rik"
"1594","ENSMUSG00000091947","6530401F13Rik"
"1595","ENSMUSG00000079499","6530402F18Rik"
"1596","ENSMUSG00000098097","6530403H02Rik"
"1597","ENSMUSG00000043340","6530409C15Rik"
"1598","ENSMUSG00000097049","6530411M01Rik"
"1599","ENSMUSG00000097375","6720427I07Rik"
"1600","ENSMUSG00000097934","6720483E21Rik"
"1601","ENSMUSG00000072066","6720489N17Rik"
"1602","ENSMUSG00000032680","6820408C15Rik"
"1603","ENSMUSG00000071796","6820431F20Rik"
"1604","ENSMUSG00000084942","7330404K18Rik"
"1605","ENSMUSG00000074123","7420426K07Rik"
"1606","ENSMUSG00000091060","7420461P10Rik"
"1607","ENSMUSG00000096607","7530416G11Rik"
"1608","ENSMUSG00000098758","7630403G23Rik"
"1609","ENSMUSG00000097647","7SK"
"1610","ENSMUSG00000027444","8030411F24Rik"
"1611","ENSMUSG00000052295","8030423F21Rik"
"1612","ENSMUSG00000021600","8030423J24Rik"
"1613","ENSMUSG00000086483","8030443G20Rik"
"1614","ENSMUSG00000073821","8030451A03Rik"
"1615","ENSMUSG00000085058","8030453O22Rik"
"1616","ENSMUSG00000047466","8030462N17Rik"
"1617","ENSMUSG00000046774","8030474K03Rik"
"1618","ENSMUSG00000048489","8430408G22Rik"
"1619","ENSMUSG00000085743","8430419K02Rik"
"1620","ENSMUSG00000030207","8430419L09Rik"
"1621","ENSMUSG00000079069","8430423G03Rik"
"1622","ENSMUSG00000034587","8430429K09Rik"
"1623","ENSMUSG00000041878","8430432A02Rik"
"1624","ENSMUSG00000086070","8430436N08Rik"
"1625","ENSMUSG00000085252","8430437L04Rik"
"1626","ENSMUSG00000086449","9030204H09Rik"
"1627","ENSMUSG00000097343","9030407P20Rik"
"1628","ENSMUSG00000045008","9030612E09Rik"
"1629","ENSMUSG00000097691","9030616G12Rik"
"1630","ENSMUSG00000021185","9030617O03Rik"
"1631","ENSMUSG00000053168","9030619P08Rik"
"1632","ENSMUSG00000086141","9030622O22Rik"
"1633","ENSMUSG00000073158","9030624G23Rik"
"1634","ENSMUSG00000030982","9030624J02Rik"
"1635","ENSMUSG00000054951","9130008F23Rik"
"1636","ENSMUSG00000039901","9130011E15Rik"
"1637","ENSMUSG00000086653","9130015L21Rik"
"1638","ENSMUSG00000055134","9130017K11Rik"
"1639","ENSMUSG00000030823","9130019O22Rik"
"1640","ENSMUSG00000073067","9130019P16Rik"
"1641","ENSMUSG00000086568","9130020K20Rik"
"1642","ENSMUSG00000062944","9130023H24Rik"
"1643","ENSMUSG00000087022","9130024F11Rik"
"1644","ENSMUSG00000086474","9130204K15Rik"
"1645","ENSMUSG00000091175","9130204L05Rik"
"1646","ENSMUSG00000086513","9130208D14Rik"
"1647","ENSMUSG00000097386","9130213A22Rik"
"1648","ENSMUSG00000090330","9130221H12Rik"
"1649","ENSMUSG00000099950","9130227L01Rik"
"1650","ENSMUSG00000054598","9130230L23Rik"
"1651","ENSMUSG00000092626","9130230N09Rik"
"1652","ENSMUSG00000022362","9130401M01Rik"
"1653","ENSMUSG00000101892","9130401M01Rik"
"1654","ENSMUSG00000038768","9130409I23Rik"
"1655","ENSMUSG00000085683","9130409J20Rik"
"1656","ENSMUSG00000085323","9130410C08Rik"
"1657","ENSMUSG00000072982","9230009I02Rik"
"1658","ENSMUSG00000071434","9230019H11Rik"
"1659","ENSMUSG00000072753","9230020A06Rik"
"1660","ENSMUSG00000079602","9230102O04Rik"
"1661","ENSMUSG00000027446","9230104L09Rik"
"1662","ENSMUSG00000097100","9230104M06Rik"
"1663","ENSMUSG00000090191","9230105E05Rik"
"1664","ENSMUSG00000042940","9230106D20Rik"
"1665","ENSMUSG00000051237","9230109A22Rik"
"1666","ENSMUSG00000053070","9230110C19Rik"
"1667","ENSMUSG00000047980","9230110F15Rik"
"1668","ENSMUSG00000087624","9230111E07Rik"
"1669","ENSMUSG00000021797","9230112D13Rik"
"1670","ENSMUSG00000070461","9230112E08Rik"
"1671","ENSMUSG00000078934","9230113P08Rik"
"1672","ENSMUSG00000097145","9230114K14Rik"
"1673","ENSMUSG00000097403","9230116N13Rik"
"1674","ENSMUSG00000089874","9230117E06Rik"
"1675","ENSMUSG00000102203","930412E21Rik"
"1676","ENSMUSG00000091050","9330020H09Rik"
"1677","ENSMUSG00000097842","9330104G04Rik"
"1678","ENSMUSG00000097098","9330111N05Rik"
"1679","ENSMUSG00000043498","9330132A10Rik"
"1680","ENSMUSG00000097781","9330136K24Rik"
"1681","ENSMUSG00000097061","9330151L19Rik"
"1682","ENSMUSG00000056031","9330154J02Rik"
"1683","ENSMUSG00000047807","9330154K18Rik"
"1684","ENSMUSG00000073154","9330158H04Rik"
"1685","ENSMUSG00000004360","9330159F19Rik"
"1686","ENSMUSG00000097177","9330159M07Rik"
"1687","ENSMUSG00000097198","9330159N05Rik"
"1688","ENSMUSG00000072809","9330160F10Rik"
"1689","ENSMUSG00000055271","9330161L09Rik"
"1690","ENSMUSG00000086448","9330162012Rik"
"1691","ENSMUSG00000039133","9330171B17Rik"
"1692","ENSMUSG00000097194","9330175E14Rik"
"1693","ENSMUSG00000101799","9330175M20Rik"
"1694","ENSMUSG00000097166","9330179D12Rik"
"1695","ENSMUSG00000056004","9330182L06Rik"
"1696","ENSMUSG00000094112","9330182O14Rik"
"1697","ENSMUSG00000097648","9330185C12Rik"
"1698","ENSMUSG00000086405","9330198N18Rik"
"1699","ENSMUSG00000062704","9430002A10Rik"
"1700","ENSMUSG00000028593","9430007A20Rik"
"1701","ENSMUSG00000085385","9430008C03Rik"
"1702","ENSMUSG00000059939","9430015G10Rik"
"1703","ENSMUSG00000025971","9430016H08Rik"
"1704","ENSMUSG00000033960","9430020K01Rik"
"1705","ENSMUSG00000054457","9430021M05Rik"
"1706","ENSMUSG00000085463","9430024E24Rik"
"1707","ENSMUSG00000055216","9430025C20Rik"
"1708","ENSMUSG00000097073","9430037G07Rik"
"1709","ENSMUSG00000040139","9430038I01Rik"
"1710","ENSMUSG00000086155","9430041J12Rik"
"1711","ENSMUSG00000100632","9430060I03Rik"
"1712","ENSMUSG00000097360","9430065F17Rik"
"1713","ENSMUSG00000094447","9430069I07Rik"
"1714","ENSMUSG00000085479","9430073C21Rik"
"1715","ENSMUSG00000084808","9430091E24Rik"
"1716","ENSMUSG00000085369","9430093N23Rik"
"1717","ENSMUSG00000075405","9430097D07Rik"
"1718","ENSMUSG00000023263","9530002B09Rik"
"1719","ENSMUSG00000020177","9530003J23Rik"
"1720","ENSMUSG00000085447","9530026F06Rik"
"1721","ENSMUSG00000097462","9530026P05Rik"
"1722","ENSMUSG00000097197","9530027J09Rik"
"1723","ENSMUSG00000086554","9530034E10Rik"
"1724","ENSMUSG00000087670","9530036M11Rik"
"1725","ENSMUSG00000097726","9530036O11Rik"
"1726","ENSMUSG00000086047","9530046B11Rik"
"1727","ENSMUSG00000085982","9530051G07Rik"
"1728","ENSMUSG00000097858","9530052C20Rik"
"1729","ENSMUSG00000096938","9530052E02Rik"
"1730","ENSMUSG00000078776","9530053A07Rik"
"1731","ENSMUSG00000045345","9530056K15Rik"
"1732","ENSMUSG00000097736","9530059O14Rik"
"1733","ENSMUSG00000036275","9530068E07Rik"
"1734","ENSMUSG00000036411","9530077C05Rik"
"1735","ENSMUSG00000044125","9530080O11Rik"
"1736","ENSMUSG00000097006","9530082P21Rik"
"1737","ENSMUSG00000098109","9530085P06Rik"
"1738","ENSMUSG00000097825","9630001P10Rik"
"1739","ENSMUSG00000059027","9630013D21Rik"
"1740","ENSMUSG00000086359","9630013K17Rik"
"1741","ENSMUSG00000051295","9630028B13Rik"
"1742","ENSMUSG00000085631","9630028H03Rik"
"1743","ENSMUSG00000038028","9630033F20Rik"
"1744","ENSMUSG00000057710","9630041A04Rik"
"1745","ENSMUSG00000099552","9830004L10Rik"
"1746","ENSMUSG00000073386","9830107B12Rik"
"1747","ENSMUSG00000087528","9830144P21Rik"
"1748","ENSMUSG00000074158","9830147E19Rik"
"1749","ENSMUSG00000096052","9930004E17Rik"
"1750","ENSMUSG00000044551","9930012K11Rik"
"1751","ENSMUSG00000097493","9930014A18Rik"
"1752","ENSMUSG00000046138","9930021J03Rik"
"1753","ENSMUSG00000045065","9930022D16Rik"
"1754","ENSMUSG00000042976","9930038B18Rik"
"1755","ENSMUSG00000044730","9930104L06Rik"
"1756","ENSMUSG00000100217","9930111H07Rik"
"1757","ENSMUSG00000069893","9930111J21Rik1"
"1758","ENSMUSG00000069892","9930111J21Rik2"
"1759","ENSMUSG00000069136","A130006I12Rik"
"1760","ENSMUSG00000079144","A130010J15Rik"
"1761","ENSMUSG00000097944","A130014A01Rik"
"1762","ENSMUSG00000050066","A130023I24Rik"
"1763","ENSMUSG00000087061","A130030D18Rik"
"1764","ENSMUSG00000097643","A130051J06Rik"
"1765","ENSMUSG00000097298","A130057D12Rik"
"1766","ENSMUSG00000022347","A1bg"
"1767","ENSMUSG00000052595","A1cf"
"1768","ENSMUSG00000087306","A230004M16Rik"
"1769","ENSMUSG00000087612","A230005M16Rik"
"1770","ENSMUSG00000068151","A230006K03Rik"
"1771","ENSMUSG00000089633","A230009B12Rik"
"1772","ENSMUSG00000097845","A230020J21Rik"
"1773","ENSMUSG00000096960","A230028O05Rik"
"1774","ENSMUSG00000034560","A230046K03Rik"
"1775","ENSMUSG00000038884","A230050P20Rik"
"1776","ENSMUSG00000020887","A230052G05Rik"
"1777","ENSMUSG00000087178","A230056P14Rik"
"1778","ENSMUSG00000087627","A230059L01Rik"
"1779","ENSMUSG00000097692","A230060F14Rik"
"1780","ENSMUSG00000087075","A230065H16Rik"
"1781","ENSMUSG00000092071","A230065N10Rik"
"1782","ENSMUSG00000086877","A230072C01Rik"
"1783","ENSMUSG00000084771","A230072E10Rik"
"1784","ENSMUSG00000074473","A230072I06Rik"
"1785","ENSMUSG00000100600","A230077H06Rik"
"1786","ENSMUSG00000055818","A230083G16Rik"
"1787","ENSMUSG00000085482","A230083N12Rik"
"1788","ENSMUSG00000097381","A230087F16Rik"
"1789","ENSMUSG00000087026","A230103J11Rik"
"1790","ENSMUSG00000097292","A230107N01Rik"
"1791","ENSMUSG00000087125","A230108P19Rik"
"1792","ENSMUSG00000030111","A2m"
"1793","ENSMUSG00000052479","A330008L17Rik"
"1794","ENSMUSG00000097915","A330009N23Rik"
"1795","ENSMUSG00000073388","A330017A19Rik"
"1796","ENSMUSG00000096929","A330023F24Rik"
"1797","ENSMUSG00000097591","A330032B11Rik"
"1798","ENSMUSG00000097622","A330033J07Rik"
"1799","ENSMUSG00000085615","A330035P11Rik"
"1800","ENSMUSG00000086213","A330040F15Rik"
"1801","ENSMUSG00000087466","A330041J22Rik"
"1802","ENSMUSG00000086044","A330043C09Rik"
"1803","ENSMUSG00000093385","A330044P14Rik"
"1804","ENSMUSG00000097326","A330048O09Rik"
"1805","ENSMUSG00000091636","A330050F15Rik"
"1806","ENSMUSG00000097868","A330069E16Rik"
"1807","ENSMUSG00000052014","A330070K13Rik"
"1808","ENSMUSG00000097960","A330074K22Rik"
"1809","ENSMUSG00000097225","A330076H08Rik"
"1810","ENSMUSG00000100111","A330087D11Rik"
"1811","ENSMUSG00000098284","A330093E20Rik"
"1812","ENSMUSG00000097666","A330094K24Rik"
"1813","ENSMUSG00000086363","A330102I10Rik"
"1814","ENSMUSG00000028794","A3galt2"
"1815","ENSMUSG00000047613","A430005L14Rik"
"1816","ENSMUSG00000097603","A430010J10Rik"
"1817","ENSMUSG00000085315","A430018G15Rik"
"1818","ENSMUSG00000056014","A430033K04Rik"
"1819","ENSMUSG00000087305","A430035B10Rik"
"1820","ENSMUSG00000097353","A430046D13Rik"
"1821","ENSMUSG00000086650","A430048G15Rik"
"1822","ENSMUSG00000090564","A430057M04Rik"
"1823","ENSMUSG00000043522","A430060F13Rik"
"1824","ENSMUSG00000090030","A430072P03Rik"
"1825","ENSMUSG00000074497","A430078G23Rik"
"1826","ENSMUSG00000085589","A430078I02Rik"
"1827","ENSMUSG00000067577","A430093F15Rik"
"1828","ENSMUSG00000045838","A430105I19Rik"
"1829","ENSMUSG00000097784","A430105J06Rik"
"1830","ENSMUSG00000098206","A430106G13Rik"
"1831","ENSMUSG00000086851","A430108G06Rik"
"1832","ENSMUSG00000054135","A430110L20Rik"
"1833","ENSMUSG00000047878","A4galt"
"1834","ENSMUSG00000037953","A4gnt"
"1835","ENSMUSG00000051986","A530006G24Rik"
"1836","ENSMUSG00000085797","A530010F05Rik"
"1837","ENSMUSG00000006462","A530013C23Rik"
"1838","ENSMUSG00000043122","A530016L24Rik"
"1839","ENSMUSG00000072847","A530017D24Rik"
"1840","ENSMUSG00000097124","A530020G20Rik"
"1841","ENSMUSG00000053528","A530021J07Rik"
"1842","ENSMUSG00000089844","A530032D15Rik"
"1843","ENSMUSG00000079800","A530040E14RIK"
"1844","ENSMUSG00000072109","A530040E14Rik"
"1845","ENSMUSG00000046764","A530053G22Rik"
"1846","ENSMUSG00000100247","A530053M12Rik"
"1847","ENSMUSG00000021510","A530054K11Rik"
"1848","ENSMUSG00000087694","A530058N18Rik"
"1849","ENSMUSG00000092201","A530058N18Rik"
"1850","ENSMUSG00000043939","A530064D06Rik"
"1851","ENSMUSG00000085112","A530072M11Rik"
"1852","ENSMUSG00000086124","A530076I17Rik"
"1853","ENSMUSG00000097322","A530083I20Rik"
"1854","ENSMUSG00000090863","A530084C06Rik"
"1855","ENSMUSG00000051805","A530095I07Rik"
"1856","ENSMUSG00000047462","A530099J19Rik"
"1857","ENSMUSG00000052760","A630001G21Rik"
"1858","ENSMUSG00000075395","A630010A05Rik"
"1859","ENSMUSG00000055110","A630012P03Rik"
"1860","ENSMUSG00000086395","A630014C17Rik"
"1861","ENSMUSG00000095493","A630023A22Rik"
"1862","ENSMUSG00000048215","A630023P12Rik"
"1863","ENSMUSG00000087470","A630031M04Rik"
"1864","ENSMUSG00000054293","A630033H20Rik"
"1865","ENSMUSG00000085387","A630050E04Rik"
"1866","ENSMUSG00000086725","A630052C17Rik"
"1867","ENSMUSG00000097160","A630072L19Rik"
"1868","ENSMUSG00000101013","A630072M18Rik"
"1869","ENSMUSG00000067541","A630073D07Rik"
"1870","ENSMUSG00000097065","A630075F10Rik"
"1871","ENSMUSG00000094613","A630076J17Rik"
"1872","ENSMUSG00000086864","A630077J23Rik"
"1873","ENSMUSG00000094840","A630081J09Rik"
"1874","ENSMUSG00000055446","A630091E08Rik"
"1875","ENSMUSG00000070313","A630095E13Rik"
"1876","ENSMUSG00000096094","A630095N17Rik"
"1877","ENSMUSG00000084846","A730011C13Rik"
"1878","ENSMUSG00000047384","A730013G03Rik"
"1879","ENSMUSG00000090551","A730015C16Rik"
"1880","ENSMUSG00000050875","A730017C20Rik"
"1881","ENSMUSG00000085566","A730017L22Rik"
"1882","ENSMUSG00000047828","A730018C14Rik"
"1883","ENSMUSG00000097924","A730020E08Rik"
"1884","ENSMUSG00000044522","A730020M07Rik"
"1885","ENSMUSG00000085649","A730032A03Rik"
"1886","ENSMUSG00000045238","A730035I17Rik"
"1887","ENSMUSG00000056738","A730036I17Rik"
"1888","ENSMUSG00000053979","A730045E13Rik"
"1889","ENSMUSG00000085139","A730046J19Rik"
"1890","ENSMUSG00000048636","A730049H05Rik"
"1891","ENSMUSG00000097756","A730056A06Rik"
"1892","ENSMUSG00000092375","A730060N03Rik"
"1893","ENSMUSG00000053588","A730061H03Rik"
"1894","ENSMUSG00000096923","A730071L15Rik"
"1895","ENSMUSG00000086693","A730081D07Rik"
"1896","ENSMUSG00000093598","A730085K08Rik"
"1897","ENSMUSG00000086552","A730090H04Rik"
"1898","ENSMUSG00000090120","A730090N16Rik"
"1899","ENSMUSG00000100812","A730098A19Rik"
"1900","ENSMUSG00000053181","A830005F24Rik"
"1901","ENSMUSG00000100627","A830008E24Rik"
"1902","ENSMUSG00000097182","A830009L08Rik"
"1903","ENSMUSG00000044060","A830010M20Rik"
"1904","ENSMUSG00000089957","A830011K09Rik"
"1905","ENSMUSG00000085996","A830012C17Rik"
"1906","ENSMUSG00000057715","A830018L16Rik"
"1907","ENSMUSG00000094707","A830019P07Rik"
"1908","ENSMUSG00000055010","A830031A19Rik"
"1909","ENSMUSG00000059706","A830035A12Rik"
"1910","ENSMUSG00000084890","A830036E02Rik"
"1911","ENSMUSG00000071567","A830039N20Rik"
"1912","ENSMUSG00000097413","A830052D11Rik"
"1913","ENSMUSG00000091890","A830073O21Rik"
"1914","ENSMUSG00000044150","A830080D01Rik"
"1915","ENSMUSG00000087143","A830082K12Rik"
"1916","ENSMUSG00000074664","A830092H15Rik"
"1917","ENSMUSG00000098008","A930001A20Rik"
"1918","ENSMUSG00000087132","A930001C03Rik"
"1919","ENSMUSG00000045506","A930002H24Rik"
"1920","ENSMUSG00000050179","A930002I21Rik"
"1921","ENSMUSG00000075330","A930003A15Rik"
"1922","ENSMUSG00000054057","A930004D18Rik"
"1923","ENSMUSG00000054426","A930005H10Rik"
"1924","ENSMUSG00000087278","A930006I01Rik"
"1925","ENSMUSG00000084866","A930006K02Rik"
"1926","ENSMUSG00000102097","A930006L05Rik"
"1927","ENSMUSG00000097855","A930007I19Rik"
"1928","ENSMUSG00000092210","A930009A15Rik"
"1929","ENSMUSG00000089809","A930011G23Rik"
"1930","ENSMUSG00000097545","A930011O12Rik"
"1931","ENSMUSG00000097610","A930012L18Rik"
"1932","ENSMUSG00000054181","A930012O16Rik"
"1933","ENSMUSG00000092368","A930015D03Rik"
"1934","ENSMUSG00000040705","A930016O22Rik"
"1935","ENSMUSG00000025727","A930017K11Rik"
"1936","ENSMUSG00000060530","A930017M01Rik"
"1937","ENSMUSG00000091089","A930018M24Rik"
"1938","ENSMUSG00000032671","A930018P22Rik"
"1939","ENSMUSG00000085958","A930019D19Rik"
"1940","ENSMUSG00000056735","A930024E05Rik"
"1941","ENSMUSG00000097566","A930024N18Rik"
"1942","ENSMUSG00000096988","A930029G22Rik"
"1943","ENSMUSG00000086262","A930031H19Rik"
"1944","ENSMUSG00000090622","A930033H14Rik"
"1945","ENSMUSG00000052241","A930035D04Rik"
"1946","ENSMUSG00000097310","A930038B10Rik"
"1947","ENSMUSG00000085900","A930041C12Rik"
"1948","ENSMUSG00000045339","A930104D05Rik"
"1949","ENSMUSG00000074357","AA386476"
"1950","ENSMUSG00000085946","AA387200"
"1951","ENSMUSG00000084381","AA413626"
"1952","ENSMUSG00000083307","AA414768"
"1953","ENSMUSG00000087385","AA415398"
